query, date_time, keyword, exec_time
q1.txt,2023-07-28 08:33:34,sparql_to_sql,0.0002834796905517578
q1.txt,2023-07-28 08:33:34,sql_execution,0.0017426013946533203
q1.txt,2023-07-28 08:33:34,sql_to_sparql,0.0007166862487792969
q1.txt,2023-07-28 08:33:34,total_execution,0.14891719818115234
q3.txt,2023-07-28 08:33:34,sparql_to_sql,0.0003063678741455078
q3.txt,2023-07-28 08:33:34,sql_execution,0.07288980484008789
q3.txt,2023-07-28 08:33:34,sql_to_sparql,0.005005836486816406
q3.txt,2023-07-28 08:33:34,total_execution,0.23126864433288574
q4.txt,2023-07-28 08:33:34,sparql_to_sql,0.0003483295440673828
q4.txt,2023-07-28 08:33:34,sql_execution,0.7237873077392578
q4.txt,2023-07-28 08:33:34,sql_to_sparql,3.0994415283203125e-06
q4.txt,2023-07-28 08:33:34,total_execution,0.876746416091919
q5.txt,2023-07-28 08:33:34,sparql_to_sql,0.00028514862060546875
q5.txt,2023-07-28 08:33:34,sql_execution,0.030703306198120117
q5.txt,2023-07-28 08:33:34,sql_to_sparql,0.0006966590881347656
q5.txt,2023-07-28 08:33:34,total_execution,0.186065673828125
npd_q01.txt,2023-07-28 08:33:34,sparql_to_sql,0.0011930465698242188
npd_q01.txt,2023-07-28 08:33:34,sql_execution,2.1468217372894287
npd_q01.txt,2023-07-28 08:33:34,sql_to_sparql,0.035742759704589844
npd_q01.txt,2023-07-28 08:33:34,total_execution,2.3725337982177734
npd_q08.txt,2023-07-28 08:33:34,sparql_to_sql,0.0005724430084228516
npd_q08.txt,2023-07-28 08:33:34,sql_execution,0.6150569915771484
npd_q08.txt,2023-07-28 08:33:34,sql_to_sparql,0.01456141471862793
npd_q08.txt,2023-07-28 08:33:34,total_execution,0.7929894924163818
npd_q08.txt,2023-07-28 08:33:34,sparql_to_sql,0.0003490447998046875
npd_q08.txt,2023-07-28 08:33:34,sql_execution,0.6069223880767822
npd_q08.txt,2023-07-28 08:33:34,sql_to_sparql,0.05371999740600586
npd_q08.txt,2023-07-28 08:33:34,total_execution,0.8196263313293457
q1.txt,2023-07-28 08:33:34,sparql_to_sql,0.0002434253692626953
q1.txt,2023-07-28 08:33:34,sql_execution,0.002415180206298828
q1.txt,2023-07-28 08:33:34,sql_to_sparql,0.0019304752349853516
q1.txt,2023-07-28 08:33:34,total_execution,0.15742015838623047
q3.txt,2023-07-28 08:33:34,sparql_to_sql,0.00024962425231933594
q3.txt,2023-07-28 08:33:34,sql_execution,0.09775829315185547
q3.txt,2023-07-28 08:33:34,sql_to_sparql,0.007472515106201172
q3.txt,2023-07-28 08:33:34,total_execution,0.2540903091430664
q4.txt,2023-07-28 08:33:34,sparql_to_sql,0.00027251243591308594
q4.txt,2023-07-28 08:33:34,sql_execution,0.7018442153930664
q4.txt,2023-07-28 08:33:34,sql_to_sparql,2.86102294921875e-06
q4.txt,2023-07-28 08:33:34,total_execution,0.8615126609802246
q5.txt,2023-07-28 08:33:34,sparql_to_sql,0.00029754638671875
q5.txt,2023-07-28 08:33:34,sql_execution,0.03337907791137695
q5.txt,2023-07-28 08:33:34,sql_to_sparql,0.0003254413604736328
q5.txt,2023-07-28 08:33:34,total_execution,0.18660664558410645
npd_q01.txt,2023-07-28 08:33:34,sparql_to_sql,0.0003845691680908203
npd_q01.txt,2023-07-28 08:33:34,sql_execution,2.0897536277770996
npd_q01.txt,2023-07-28 08:33:34,sql_to_sparql,0.04757833480834961
npd_q01.txt,2023-07-28 08:33:34,total_execution,2.326533079147339
npd_q08.txt,2023-07-28 08:33:34,sparql_to_sql,0.0004165172576904297
npd_q08.txt,2023-07-28 08:33:34,sql_execution,0.5844113826751709
npd_q08.txt,2023-07-28 08:33:34,sql_to_sparql,0.00977778434753418
npd_q08.txt,2023-07-28 08:33:34,total_execution,0.7533655166625977
npd_q08.txt,2023-07-28 08:33:34,sparql_to_sql,0.0004208087921142578
npd_q08.txt,2023-07-28 08:33:34,sql_execution,0.5923490524291992
npd_q08.txt,2023-07-28 08:33:34,sql_to_sparql,0.01762533187866211
npd_q08.txt,2023-07-28 08:33:34,total_execution,0.7830703258514404
q1.txt,2023-07-28 08:33:34,sparql_to_sql,0.00018024444580078125
q1.txt,2023-07-28 08:33:34,sql_execution,0.0016901493072509766
q1.txt,2023-07-28 08:33:34,sql_to_sparql,0.0007348060607910156
q1.txt,2023-07-28 08:33:34,total_execution,0.15292644500732422
q3.txt,2023-07-28 08:33:34,sparql_to_sql,0.00023698806762695312
q3.txt,2023-07-28 08:33:34,sql_execution,0.07416653633117676
q3.txt,2023-07-28 08:33:34,sql_to_sparql,0.004837512969970703
q3.txt,2023-07-28 08:33:34,total_execution,0.23596930503845215
q4.txt,2023-07-28 08:33:34,sparql_to_sql,0.0002627372741699219
q4.txt,2023-07-28 08:33:34,sql_execution,0.6773438453674316
q4.txt,2023-07-28 08:33:34,sql_to_sparql,2.384185791015625e-06
q4.txt,2023-07-28 08:33:34,total_execution,0.830059289932251
q5.txt,2023-07-28 08:33:34,sparql_to_sql,0.00041985511779785156
q5.txt,2023-07-28 08:33:34,sql_execution,0.03206491470336914
q5.txt,2023-07-28 08:33:34,sql_to_sparql,0.0006978511810302734
q5.txt,2023-07-28 08:33:34,total_execution,0.18887543678283691
npd_q01.txt,2023-07-28 08:33:34,sparql_to_sql,0.0003135204315185547
npd_q01.txt,2023-07-28 08:33:34,sql_execution,2.1092278957366943
npd_q01.txt,2023-07-28 08:33:34,sql_to_sparql,0.02956104278564453
npd_q01.txt,2023-07-28 08:33:34,total_execution,2.352513313293457
npd_q08.txt,2023-07-28 08:33:34,sparql_to_sql,0.0003292560577392578
npd_q08.txt,2023-07-28 08:33:34,sql_execution,0.5942425727844238
npd_q08.txt,2023-07-28 08:33:34,sql_to_sparql,0.0173795223236084
npd_q08.txt,2023-07-28 08:33:34,total_execution,0.7873790264129639
npd_q08.txt,2023-07-28 08:33:34,sparql_to_sql,0.0003578662872314453
npd_q08.txt,2023-07-28 08:33:34,sql_execution,0.6075906753540039
npd_q08.txt,2023-07-28 08:33:34,sql_to_sparql,0.015237808227539062
npd_q08.txt,2023-07-28 08:33:34,total_execution,0.7999823093414307
q1.txt,2023-07-28 08:33:34,sparql_to_sql,0.00018548965454101562
q1.txt,2023-07-28 08:33:34,sql_execution,0.0016951560974121094
q1.txt,2023-07-28 08:33:34,sql_to_sparql,0.0007348060607910156
q1.txt,2023-07-28 08:33:34,total_execution,0.1521601676940918
q3.txt,2023-07-28 08:33:34,sparql_to_sql,0.00024771690368652344
q3.txt,2023-07-28 08:33:34,sql_execution,0.08047819137573242
q3.txt,2023-07-28 08:33:34,sql_to_sparql,0.005194664001464844
q3.txt,2023-07-28 08:33:34,total_execution,0.2423546314239502
q4.txt,2023-07-28 08:33:34,sparql_to_sql,0.0004467964172363281
q4.txt,2023-07-28 08:33:34,sql_execution,0.6957342624664307
q4.txt,2023-07-28 08:33:34,sql_to_sparql,2.86102294921875e-06
q4.txt,2023-07-28 08:33:34,total_execution,0.8504283428192139
q5.txt,2023-07-28 08:33:34,sparql_to_sql,0.0003628730773925781
q5.txt,2023-07-28 08:33:34,sql_execution,0.02503681182861328
q5.txt,2023-07-28 08:33:34,sql_to_sparql,0.0002932548522949219
q5.txt,2023-07-28 08:33:34,total_execution,0.1845104694366455
npd_q01.txt,2023-07-28 08:33:34,sparql_to_sql,0.0005707740783691406
npd_q01.txt,2023-07-28 08:33:34,sql_execution,2.0790650844573975
npd_q01.txt,2023-07-28 08:33:34,sql_to_sparql,0.03353738784790039
npd_q01.txt,2023-07-28 08:33:34,total_execution,2.2983829975128174
